what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192859206
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1379192865327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379192865367
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1379192866687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192871938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192873178
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379192877659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192890631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192891771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192891971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192892931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192920035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192921046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192943809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379192945230
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1379192951960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1379192955192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193080778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193081888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193083729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193084749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193090070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193091260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193093220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193094860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193122584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193123114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193151408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193152578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193174222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193174862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193186994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193188234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193288047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193288747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379193452407
